Issuing Organization,Micro-credential Stack Name,Micro-credential Name,Competency Statement (Description),Badge Image Link (Badgr),Direct Link to MC on the platform,MC ID #,Audience,Education Standard,Topics
National Geographic Society,Service Learning,Planning for Service Learning, Educators and students plan a service learning project. ,https://media.badgr.io/uploads/badges/2aa7e200-f5cd-4b6b-a5b5-6730f27baed7.png,https://microcredentials.digitalpromise.org/explore/planning-for-service-learning,P9B5VE,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning"
National Geographic Society,Geographic Thinking,Geographic Thinking: Integrating Geographic Inquiry into Your Curriculum," Educator creates plans for complex, student-driven geographic inquiry that integrates with their subject-area learning expectations. ",https://media.badgr.io/uploads/badges/c54ec67c-de20-4008-8083-f07945ae11d7.png,https://microcredentials.digitalpromise.org/explore/geographic-thinking-integrating-geographic-inquiry,56QWTB,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning,Civics,Global Collaboration"
National Geographic Society,Geographic Thinking,Geographic Thinking: Taking Multiple Geographic Perspectives," Educator guides students to understand and investigate systems, issues, or questions across multiple geographic perspectives. ",https://media.badgr.io/uploads/badges/af4f4498-2844-44b1-b7b6-3dd737ce9d23.png,https://microcredentials.digitalpromise.org/explore/geographic-thinking-taking-multiple-geographic-per,3RMCBA,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning,Civics,Global Collaboration"
National Geographic Society,Service Learning,Nurturing Student Reflection, Educator nurtures student reflection through all phases of a service learning project. ,https://media.badgr.io/uploads/badges/4b499b91-4408-47e6-9ba4-b81afd541d14.png,https://microcredentials.digitalpromise.org/explore/nurturing-student-reflection,NC1HJA,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning,Identity & Behavior & Relationships"
NEA,Arts Integration,Arts Integration in Literacy,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Literacy
NEA,Arts Integration,Partnerships & Community Engagement Integrate Art,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Parent & Community Engagement
NEA,Arts Integration,Formative & Summative Assessment using Arts Int.,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Assessment
NEA,Arts Integration,Arts Integration in Science,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Science Learning
NEA,Arts Integration,Arts Integration in Mathematics,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",Digital Promise Research Map Topic List,Math Learning
NEA,Arts Integration,Classroom Management for Creative Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Classroom Management
NEA,Arts Integration,Arts Integration in Social Studies,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Content-Based Learning
NEA,Arts Integration,Culturally Responsive Art Instruction,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,Culturally Responsive Teaching
NEA,Assessment Literacy,Classroom Embedded Performance Assessment,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",ISTE Subject Matter,"Assessment,Performance Assessment"
NEA,Assessment Literacy,Eliciting Accurate Evidence of Student Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",ISTE Subject Matter,Learning Sciences
NEA,Assessment Literacy,Learning Targets to Establish Success Criteria,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",Learning Forward Subject Matter,Learning Designs & Facilitation
NEA,Assessment Literacy,Descriptive Feedback for Student Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",,Communication Skills
NEA,Assessment Literacy,Foundational Principles of Quality Assessment,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",ISTE Subject Matter,Assessment
NEA,Assessment Literacy,Formative Assessment in the Teaching/Learning Cycl,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",ISTE Subject Matter,Assessment
NEA,Building Winning Teams: Effective Paraeducator-Teacher Teams,Defining and Delineating Roles and Responsibilities for Team Success,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,,"Collaboration,Communication Skills"
NEA,Building Winning Teams: Effective Paraeducator-Teacher Teams,Understanding and Applying Communication Styles for Team Success,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,,"Collaboration,Communication Skills"
NEA,Building Winning Teams: Effective Paraeducator-Teacher Teams,Understanding and Applying the Characteristics of Effective  Teams for Success,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,,"Collaboration,Communication Skills"
NEA,Building Winning Teams: Effective Paraeducator-Teacher Teams,Understanding and Applying Conflict Resolution Strategies for Team Success,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,,"Collaboration,Communication Skills"
NEA,Building Winning Teams: Effective Paraeducator-Teacher Teams,Understanding and Applying Conflict Management Styles for Team Success,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,,"Collaboration,Communication Skills"
NEA,Building Winning Teams: Effective Paraeducator-Teacher Teams,nderstanding and Applying the 7-Step Problem Solving Process for Team Success,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,,"Collaboration,Communication Skills"
NEA,Building Winning Teams: Effective Paraeducator-Teacher Teams,"Understanding and Applying the Five ""Knows"" of Collaborative Teaming for Success",,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,,"Collaboration,Communication Skills"
NEA,Bully Free Schools,Cyberbullying/Cyber Safety,Educator recognizes cyberbullying and teaches students how to stay safe online.,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Education Support Professionals & Specialists",ISTE Subject Matter,"Digital Citizenship,Student Agency,Student Voices"
NEA,Technology Integration,Technology Integration: Facilitator,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists",ISTE Subject Matter,Technology Planning & Infrastructure
NEA,Teacher Leadership: Overarching Competencies,Reflective Practice,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership,Pedagogy"
NEA,Using your Voice to Advocate for Student Success,Activating Community Resources to Support Student Learning, Educator works with other professionals and colleagues to build connections to community resources to support student learning ,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,Advocacy & Funding
NEA,English Language Learners,Using Standards to Plan for ELL Students,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,English Language Learners
NEA,Technology for Instructional Coaches,Troubleshooting and Providing IT Support to Educat,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assistive Technologies"
NEA,Technology Integration,Technology Integration: Learner,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists",ISTE Subject Matter,Technology Planning & Infrastructure
NEA,English Language Learners,Advocating for ELL Friendly,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,English Language Learners
NEA,Using your Voice to Advocate for Student Success,Using Technology to Engage Stakeholders,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Administrator,Adult Learner,Coach & Curriculum Designer & Teacher Lead,Education Support Professionals & Specialists,Staff & Coordinators",ISTE Subject Matter,Advocacy & Funding
NEA,Leadership in Organizing,Story of Self,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Five Core Propositions (NBCT),Teachers are Members of Learning Communities,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Professional Learning Communities
NEA,Classroom Practice (InTasc): Learner and Learning,Fostering a Growth Mindset,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,"Pedagogy,Metacognition"
NEA,Teacher Leadership: Overarching Competencies,Adult Learning,,,https://nea.certificationbank.com/NEA/Stack_Library,,Coach & Curriculum Designer & Teacher Lead,"ISTE Subject Matter,Learning Forward Subject Matter","Leadership,Education Leadership"
NEA,Education Support Professionals: Professional Growth Continuum,Reporting Standard,,,https://nea.certificationbank.com/NEA/Stack_Library,,Education Support Professionals & Specialists,Learning Forward Subject Matter,Standards for Professional Learning
NEA,English Language Learners,Understanding Second Language Acquisition (SLA) St,,,https://nea.certificationbank.com/NEA/Stack_Library,,"Education Support Professionals & Specialists,Classroom Educator,Coach & Curriculum Designer & Teacher Lead",,English Language Learners
